itemname,itemid,charname,charid,locked_sources
Adaman Kilij,17727,Oopsiepoopsie,27,Crafting[gate not met]
Adaman Kilij +1,17728,Oopsiepoopsie,27,Crafting[gate not met]
Adaman Kris,16461,Oopsiepoopsie,27,Crafting[gate not met]
Adaman Kris +1,18022,Oopsiepoopsie,27,Crafting[gate not met]
Adaman Sabatons,12932,Oopsiepoopsie,27,Crafting[gate not met]
Adaman Sainti,18745,Oopsiepoopsie,27,Crafting[gate not met]
Adapa Shield,26420,Oopsiepoopsie,27,Omen[gate not met]
Adapa's Slacks +1,28144,Bent,29,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Corvinos,14,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Eir,6,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Garvtest,21,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Lantyisstuck,26,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Midnightarsal,32,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Molly,5,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Nut,16,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Rirint,4,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Ririntwo,9,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Spaz,17,Gear Vendor[need HL_Tier>=3]
Adapa's Slacks +1,28144,Testa,7,Gear Vendor[need HL_Tier>=3]
Adargas,18353,Oopsiepoopsie,27,Crafting[gate not met]
Adargas +1,18354,Oopsiepoopsie,27,Crafting[gate not met]
Adder Jambiya,18032,Oopsiepoopsie,27,Crafting[gate not met]
Adder Jambiya +1,18033,Oopsiepoopsie,27,Crafting[gate not met]
Adenium Masque,23790,Oopsiepoopsie,27,Cosmetic Boutique[gate not met]
Adenium Suit,23791,Oopsiepoopsie,27,Cosmetic Boutique[gate not met]
Adhe. Gamashes +1,27474,Oopsiepoopsie,27,Geas Fete[gate not met]
Adhemar Bonnet,25613,Oopsiepoopsie,27,Geas Fete[gate not met]
Adhemar Bonnet +1,25614,Oopsiepoopsie,27,Geas Fete[gate not met]
Adhemar Gamashes,27473,Oopsiepoopsie,27,Geas Fete[gate not met]
Adhemar Jacket,25686,Oopsiepoopsie,27,Geas Fete[gate not met]
Adhemar Jacket +1,25687,Oopsiepoopsie,27,Geas Fete[gate not met]
Adhemar Kecks,27302,Oopsiepoopsie,27,Geas Fete[gate not met]
Adhemar Kecks +1,27303,Oopsiepoopsie,27,Geas Fete[gate not met]
Adhemar Wrist. +1,27118,Oopsiepoopsie,27,Geas Fete[gate not met]
Adhemar Wristbands,27117,Oopsiepoopsie,27,Geas Fete[gate not met]
Adler Ring,11638,Oopsiepoopsie,27,drop:Mangy-tailed Marvin(Abyssea-La Theine)[gate not met]
Admiral's Shield,12384,Oopsiepoopsie,27,Crafting[gate not met]
Adorned Helm,26714,Oopsiepoopsie,27,Unity Wanted NM[gate not met] | drop:Beist(Escha ZiTah)[gate not met]
Adorned Helm +1,26715,Oopsiepoopsie,27,Unity upgrade[gate not met]
Adroit Earring,13410,Oopsiepoopsie,27,Crafting[gate not met]
Adroit Earring +1,14715,Oopsiepoopsie,27,Crafting[gate not met]
Adroit Ring,13307,Oopsiepoopsie,27,Crafting[gate not met]
Adroit Ring +1,14620,Oopsiepoopsie,27,Crafting[gate not met]
Aedold,21132,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Trial By Fire(Battlefield)[gate not met]
Aedold +1,21126,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Trial By Fire(Battlefield)[gate not met]
Aedold +2,21115,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Trial By Fire(Battlefield)[gate not met]
Aega's Doublet,11338,Oopsiepoopsie,27,drop:Koropokkur(Yuhtunga Jungle)[gate not met]
Aegishjalmr,13914,Oopsiepoopsie,27,drop:Fafnir(Dragons Aery)[gate not met]
Aeneas,20594,Oopsiepoopsie,27,Classic Dynamis[gate not met]
Aenoth. Mantle +1,28591,Bent,29,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Corvinos,14,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Eir,6,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Garvtest,21,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Lantyisstuck,26,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Midnightarsal,32,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Molly,5,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Nut,16,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Rirint,4,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Ririntwo,9,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Spaz,17,Gear Vendor[need HL_Tier>=3]
Aenoth. Mantle +1,28591,Testa,7,Gear Vendor[need HL_Tier>=3]
Aeolus Arrow,19193,Oopsiepoopsie,27,drop:Heqet(Abyssea-Misareaux)[gate not met]
Aero Mufflers,14989,Oopsiepoopsie,27,Crafting[gate not met]
Aeto. Gloves +1,28037,Oopsiepoopsie,27,Crafting[gate not met]
Aeto. Jerkin +1,27890,Oopsiepoopsie,27,Crafting[gate not met]
Aeto. Ledel. +1,28315,Oopsiepoopsie,27,Crafting[gate not met]
Aeto. Ledelsens,28314,Oopsiepoopsie,27,Crafting[gate not met]
Aeto. Trousers,28176,Oopsiepoopsie,27,Crafting[gate not met]
Aeto. Trousers +1,28177,Oopsiepoopsie,27,Crafting[gate not met]
Aetosaur Gloves,28036,Oopsiepoopsie,27,Crafting[gate not met]
Aetosaur Helm,27746,Oopsiepoopsie,27,Crafting[gate not met]
Aetosaur Helm +1,27747,Oopsiepoopsie,27,Crafting[gate not met]
Aetosaur Jerkin,27889,Oopsiepoopsie,27,Crafting[gate not met]
Affinity Earring,16031,Oopsiepoopsie,27,drop:Bashe(Sauromugue Champaign)[gate not met]
Afflictors,16428,Oopsiepoopsie,27,drop:Carabosse(Abyssea-La Theine)[gate not met]
Aganoshe,21754,Oopsiepoopsie,27,Geas Fete[gate not met]
Agema Cape,26244,Oopsiepoopsie,27,Geas Fete[gate not met]
Agitator's Collar,28389,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Ark Angels 5(Battlefield)[gate not met]
Agoge Calligae,27328,Bent,29,Reforge[gate not met]
Agoge Calligae,27328,Corvinos,14,Reforge[gate not met]
Agoge Calligae,27328,Eir,6,Reforge[gate not met]
Agoge Calligae,27328,Enko,15,Reforge[gate not met]
Agoge Calligae,27328,Garvtest,21,Reforge[gate not met]
Agoge Calligae,27328,Herdofturtles,22,Reforge[gate not met]
Agoge Calligae,27328,Lantyisstuck,26,Reforge[gate not met]
Agoge Calligae,27328,Midnightarsal,32,Reforge[gate not met]
Agoge Calligae,27328,Molly,5,Reforge[gate not met]
Agoge Calligae,27328,Nut,16,Reforge[gate not met]
Agoge Calligae,27328,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Calligae,27328,Rirint,4,Reforge[gate not met]
Agoge Calligae,27328,Ririntwo,9,Reforge[gate not met]
Agoge Calligae,27328,Spaz,17,Reforge[gate not met]
Agoge Calligae,27328,Testa,7,Reforge[gate not met]
Agoge Calligae +1,27329,Bent,29,Reforge[gate not met]
Agoge Calligae +1,27329,Corvinos,14,Reforge[gate not met]
Agoge Calligae +1,27329,Eir,6,Reforge[gate not met]
Agoge Calligae +1,27329,Enko,15,Reforge[gate not met]
Agoge Calligae +1,27329,Garvtest,21,Reforge[gate not met]
Agoge Calligae +1,27329,Herdofturtles,22,Reforge[gate not met]
Agoge Calligae +1,27329,Lantyisstuck,26,Reforge[gate not met]
Agoge Calligae +1,27329,Midnightarsal,32,Reforge[gate not met]
Agoge Calligae +1,27329,Molly,5,Reforge[gate not met]
Agoge Calligae +1,27329,Nut,16,Reforge[gate not met]
Agoge Calligae +1,27329,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Calligae +1,27329,Rirint,4,Reforge[gate not met]
Agoge Calligae +1,27329,Ririntwo,9,Reforge[gate not met]
Agoge Calligae +1,27329,Spaz,17,Reforge[gate not met]
Agoge Calligae +1,27329,Testa,7,Reforge[gate not met]
Agoge Calligae +2,23331,Bent,29,Reforge[gate not met]
Agoge Calligae +2,23331,Corvinos,14,Reforge[gate not met]
Agoge Calligae +2,23331,Eir,6,Reforge[gate not met]
Agoge Calligae +2,23331,Enko,15,Reforge[gate not met]
Agoge Calligae +2,23331,Garvtest,21,Reforge[gate not met]
Agoge Calligae +2,23331,Herdofturtles,22,Reforge[gate not met]
Agoge Calligae +2,23331,Lantyisstuck,26,Reforge[gate not met]
Agoge Calligae +2,23331,Midnightarsal,32,Reforge[gate not met]
Agoge Calligae +2,23331,Molly,5,Reforge[gate not met]
Agoge Calligae +2,23331,Nut,16,Reforge[gate not met]
Agoge Calligae +2,23331,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Calligae +2,23331,Rirint,4,Reforge[gate not met]
Agoge Calligae +2,23331,Ririntwo,9,Reforge[gate not met]
Agoge Calligae +2,23331,Spaz,17,Reforge[gate not met]
Agoge Calligae +2,23331,Testa,7,Reforge[gate not met]
Agoge Calligae +3,23666,Bent,29,Reforge[gate not met]
Agoge Calligae +3,23666,Corvinos,14,Reforge[gate not met]
Agoge Calligae +3,23666,Eir,6,Reforge[gate not met]
Agoge Calligae +3,23666,Enko,15,Reforge[gate not met]
Agoge Calligae +3,23666,Garvtest,21,Reforge[gate not met]
Agoge Calligae +3,23666,Herdofturtles,22,Reforge[gate not met]
Agoge Calligae +3,23666,Lantyisstuck,26,Reforge[gate not met]
Agoge Calligae +3,23666,Midnightarsal,32,Reforge[gate not met]
Agoge Calligae +3,23666,Molly,5,Reforge[gate not met]
Agoge Calligae +3,23666,Nut,16,Reforge[gate not met]
Agoge Calligae +3,23666,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Calligae +3,23666,Rirint,4,Reforge[gate not met]
Agoge Calligae +3,23666,Ririntwo,9,Reforge[gate not met]
Agoge Calligae +3,23666,Spaz,17,Reforge[gate not met]
Agoge Calligae +3,23666,Testa,7,Reforge[gate not met]
Agoge Calligae +4,24098,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Agoge Chopper,21773,Oopsiepoopsie,27,Crafting[gate not met]
Agoge Cuisses,27152,Bent,29,Reforge[gate not met]
Agoge Cuisses,27152,Corvinos,14,Reforge[gate not met]
Agoge Cuisses,27152,Eir,6,Reforge[gate not met]
Agoge Cuisses,27152,Enko,15,Reforge[gate not met]
Agoge Cuisses,27152,Garvtest,21,Reforge[gate not met]
Agoge Cuisses,27152,Herdofturtles,22,Reforge[gate not met]
Agoge Cuisses,27152,Lantyisstuck,26,Reforge[gate not met]
Agoge Cuisses,27152,Midnightarsal,32,Reforge[gate not met]
Agoge Cuisses,27152,Molly,5,Reforge[gate not met]
Agoge Cuisses,27152,Nut,16,Reforge[gate not met]
Agoge Cuisses,27152,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Cuisses,27152,Rirint,4,Reforge[gate not met]
Agoge Cuisses,27152,Ririntwo,9,Reforge[gate not met]
Agoge Cuisses,27152,Spaz,17,Reforge[gate not met]
Agoge Cuisses,27152,Testa,7,Reforge[gate not met]
Agoge Cuisses +1,27153,Bent,29,Reforge[gate not met]
Agoge Cuisses +1,27153,Corvinos,14,Reforge[gate not met]
Agoge Cuisses +1,27153,Eir,6,Reforge[gate not met]
Agoge Cuisses +1,27153,Enko,15,Reforge[gate not met]
Agoge Cuisses +1,27153,Garvtest,21,Reforge[gate not met]
Agoge Cuisses +1,27153,Herdofturtles,22,Reforge[gate not met]
Agoge Cuisses +1,27153,Lantyisstuck,26,Reforge[gate not met]
Agoge Cuisses +1,27153,Midnightarsal,32,Reforge[gate not met]
Agoge Cuisses +1,27153,Molly,5,Reforge[gate not met]
Agoge Cuisses +1,27153,Nut,16,Reforge[gate not met]
Agoge Cuisses +1,27153,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Cuisses +1,27153,Rirint,4,Reforge[gate not met]
Agoge Cuisses +1,27153,Ririntwo,9,Reforge[gate not met]
Agoge Cuisses +1,27153,Spaz,17,Reforge[gate not met]
Agoge Cuisses +1,27153,Testa,7,Reforge[gate not met]
Agoge Cuisses +2,23264,Bent,29,Reforge[gate not met]
Agoge Cuisses +2,23264,Corvinos,14,Reforge[gate not met]
Agoge Cuisses +2,23264,Eir,6,Reforge[gate not met]
Agoge Cuisses +2,23264,Enko,15,Reforge[gate not met]
Agoge Cuisses +2,23264,Garvtest,21,Reforge[gate not met]
Agoge Cuisses +2,23264,Herdofturtles,22,Reforge[gate not met]
Agoge Cuisses +2,23264,Lantyisstuck,26,Reforge[gate not met]
Agoge Cuisses +2,23264,Midnightarsal,32,Reforge[gate not met]
Agoge Cuisses +2,23264,Molly,5,Reforge[gate not met]
Agoge Cuisses +2,23264,Nut,16,Reforge[gate not met]
Agoge Cuisses +2,23264,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Cuisses +2,23264,Rirint,4,Reforge[gate not met]
Agoge Cuisses +2,23264,Ririntwo,9,Reforge[gate not met]
Agoge Cuisses +2,23264,Spaz,17,Reforge[gate not met]
Agoge Cuisses +2,23264,Testa,7,Reforge[gate not met]
Agoge Cuisses +3,23599,Bent,29,Reforge[gate not met]
Agoge Cuisses +3,23599,Corvinos,14,Reforge[gate not met]
Agoge Cuisses +3,23599,Eir,6,Reforge[gate not met]
Agoge Cuisses +3,23599,Enko,15,Reforge[gate not met]
Agoge Cuisses +3,23599,Garvtest,21,Reforge[gate not met]
Agoge Cuisses +3,23599,Herdofturtles,22,Reforge[gate not met]
Agoge Cuisses +3,23599,Lantyisstuck,26,Reforge[gate not met]
Agoge Cuisses +3,23599,Midnightarsal,32,Reforge[gate not met]
Agoge Cuisses +3,23599,Molly,5,Reforge[gate not met]
Agoge Cuisses +3,23599,Nut,16,Reforge[gate not met]
Agoge Cuisses +3,23599,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Cuisses +3,23599,Rirint,4,Reforge[gate not met]
Agoge Cuisses +3,23599,Ririntwo,9,Reforge[gate not met]
Agoge Cuisses +3,23599,Spaz,17,Reforge[gate not met]
Agoge Cuisses +3,23599,Testa,7,Reforge[gate not met]
Agoge Cuisses +4,24053,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Agoge Lorica,26800,Bent,29,Reforge[gate not met]
Agoge Lorica,26800,Corvinos,14,Reforge[gate not met]
Agoge Lorica,26800,Eir,6,Reforge[gate not met]
Agoge Lorica,26800,Enko,15,Reforge[gate not met]
Agoge Lorica,26800,Garvtest,21,Reforge[gate not met]
Agoge Lorica,26800,Herdofturtles,22,Reforge[gate not met]
Agoge Lorica,26800,Lantyisstuck,26,Reforge[gate not met]
Agoge Lorica,26800,Midnightarsal,32,Reforge[gate not met]
Agoge Lorica,26800,Molly,5,Reforge[gate not met]
Agoge Lorica,26800,Nut,16,Reforge[gate not met]
Agoge Lorica,26800,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Lorica,26800,Rirint,4,Reforge[gate not met]
Agoge Lorica,26800,Ririntwo,9,Reforge[gate not met]
Agoge Lorica,26800,Spaz,17,Reforge[gate not met]
Agoge Lorica,26800,Testa,7,Reforge[gate not met]
Agoge Lorica +1,26801,Bent,29,Reforge[gate not met]
Agoge Lorica +1,26801,Corvinos,14,Reforge[gate not met]
Agoge Lorica +1,26801,Eir,6,Reforge[gate not met]
Agoge Lorica +1,26801,Enko,15,Reforge[gate not met]
Agoge Lorica +1,26801,Garvtest,21,Reforge[gate not met]
Agoge Lorica +1,26801,Herdofturtles,22,Reforge[gate not met]
Agoge Lorica +1,26801,Lantyisstuck,26,Reforge[gate not met]
Agoge Lorica +1,26801,Midnightarsal,32,Reforge[gate not met]
Agoge Lorica +1,26801,Molly,5,Reforge[gate not met]
Agoge Lorica +1,26801,Nut,16,Reforge[gate not met]
Agoge Lorica +1,26801,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Lorica +1,26801,Rirint,4,Reforge[gate not met]
Agoge Lorica +1,26801,Ririntwo,9,Reforge[gate not met]
Agoge Lorica +1,26801,Spaz,17,Reforge[gate not met]
Agoge Lorica +1,26801,Testa,7,Reforge[gate not met]
Agoge Lorica +2,23130,Bent,29,Reforge[gate not met]
Agoge Lorica +2,23130,Corvinos,14,Reforge[gate not met]
Agoge Lorica +2,23130,Eir,6,Reforge[gate not met]
Agoge Lorica +2,23130,Enko,15,Reforge[gate not met]
Agoge Lorica +2,23130,Garvtest,21,Reforge[gate not met]
Agoge Lorica +2,23130,Herdofturtles,22,Reforge[gate not met]
Agoge Lorica +2,23130,Lantyisstuck,26,Reforge[gate not met]
Agoge Lorica +2,23130,Midnightarsal,32,Reforge[gate not met]
Agoge Lorica +2,23130,Molly,5,Reforge[gate not met]
Agoge Lorica +2,23130,Nut,16,Reforge[gate not met]
Agoge Lorica +2,23130,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Lorica +2,23130,Rirint,4,Reforge[gate not met]
Agoge Lorica +2,23130,Ririntwo,9,Reforge[gate not met]
Agoge Lorica +2,23130,Spaz,17,Reforge[gate not met]
Agoge Lorica +2,23130,Testa,7,Reforge[gate not met]
Agoge Lorica +3,23465,Bent,29,Reforge[gate not met]
Agoge Lorica +3,23465,Corvinos,14,Reforge[gate not met]
Agoge Lorica +3,23465,Eir,6,Reforge[gate not met]
Agoge Lorica +3,23465,Enko,15,Reforge[gate not met]
Agoge Lorica +3,23465,Garvtest,21,Reforge[gate not met]
Agoge Lorica +3,23465,Herdofturtles,22,Reforge[gate not met]
Agoge Lorica +3,23465,Lantyisstuck,26,Reforge[gate not met]
Agoge Lorica +3,23465,Midnightarsal,32,Reforge[gate not met]
Agoge Lorica +3,23465,Molly,5,Reforge[gate not met]
Agoge Lorica +3,23465,Nut,16,Reforge[gate not met]
Agoge Lorica +3,23465,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Lorica +3,23465,Rirint,4,Reforge[gate not met]
Agoge Lorica +3,23465,Ririntwo,9,Reforge[gate not met]
Agoge Lorica +3,23465,Spaz,17,Reforge[gate not met]
Agoge Lorica +3,23465,Testa,7,Reforge[gate not met]
Agoge Lorica +4,23963,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Agoge Mask,26624,Bent,29,Reforge[gate not met]
Agoge Mask,26624,Corvinos,14,Reforge[gate not met]
Agoge Mask,26624,Eir,6,Reforge[gate not met]
Agoge Mask,26624,Enko,15,Reforge[gate not met]
Agoge Mask,26624,Garvtest,21,Reforge[gate not met]
Agoge Mask,26624,Herdofturtles,22,Reforge[gate not met]
Agoge Mask,26624,Lantyisstuck,26,Reforge[gate not met]
Agoge Mask,26624,Midnightarsal,32,Reforge[gate not met]
Agoge Mask,26624,Molly,5,Reforge[gate not met]
Agoge Mask,26624,Nut,16,Reforge[gate not met]
Agoge Mask,26624,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Mask,26624,Rirint,4,Reforge[gate not met]
Agoge Mask,26624,Ririntwo,9,Reforge[gate not met]
Agoge Mask,26624,Spaz,17,Reforge[gate not met]
Agoge Mask,26624,Testa,7,Reforge[gate not met]
Agoge Mask +1,26625,Bent,29,Reforge[gate not met]
Agoge Mask +1,26625,Corvinos,14,Reforge[gate not met]
Agoge Mask +1,26625,Eir,6,Reforge[gate not met]
Agoge Mask +1,26625,Enko,15,Reforge[gate not met]
Agoge Mask +1,26625,Garvtest,21,Reforge[gate not met]
Agoge Mask +1,26625,Herdofturtles,22,Reforge[gate not met]
Agoge Mask +1,26625,Lantyisstuck,26,Reforge[gate not met]
Agoge Mask +1,26625,Midnightarsal,32,Reforge[gate not met]
Agoge Mask +1,26625,Molly,5,Reforge[gate not met]
Agoge Mask +1,26625,Nut,16,Reforge[gate not met]
Agoge Mask +1,26625,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Mask +1,26625,Rirint,4,Reforge[gate not met]
Agoge Mask +1,26625,Ririntwo,9,Reforge[gate not met]
Agoge Mask +1,26625,Spaz,17,Reforge[gate not met]
Agoge Mask +1,26625,Testa,7,Reforge[gate not met]
Agoge Mask +2,23063,Bent,29,Reforge[gate not met]
Agoge Mask +2,23063,Corvinos,14,Reforge[gate not met]
Agoge Mask +2,23063,Eir,6,Reforge[gate not met]
Agoge Mask +2,23063,Enko,15,Reforge[gate not met]
Agoge Mask +2,23063,Garvtest,21,Reforge[gate not met]
Agoge Mask +2,23063,Herdofturtles,22,Reforge[gate not met]
Agoge Mask +2,23063,Lantyisstuck,26,Reforge[gate not met]
Agoge Mask +2,23063,Midnightarsal,32,Reforge[gate not met]
Agoge Mask +2,23063,Molly,5,Reforge[gate not met]
Agoge Mask +2,23063,Nut,16,Reforge[gate not met]
Agoge Mask +2,23063,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Mask +2,23063,Rirint,4,Reforge[gate not met]
Agoge Mask +2,23063,Ririntwo,9,Reforge[gate not met]
Agoge Mask +2,23063,Spaz,17,Reforge[gate not met]
Agoge Mask +2,23063,Testa,7,Reforge[gate not met]
Agoge Mask +3,23398,Bent,29,Reforge[gate not met]
Agoge Mask +3,23398,Corvinos,14,Reforge[gate not met]
Agoge Mask +3,23398,Eir,6,Reforge[gate not met]
Agoge Mask +3,23398,Enko,15,Reforge[gate not met]
Agoge Mask +3,23398,Garvtest,21,Reforge[gate not met]
Agoge Mask +3,23398,Herdofturtles,22,Reforge[gate not met]
Agoge Mask +3,23398,Lantyisstuck,26,Reforge[gate not met]
Agoge Mask +3,23398,Midnightarsal,32,Reforge[gate not met]
Agoge Mask +3,23398,Molly,5,Reforge[gate not met]
Agoge Mask +3,23398,Nut,16,Reforge[gate not met]
Agoge Mask +3,23398,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Mask +3,23398,Rirint,4,Reforge[gate not met]
Agoge Mask +3,23398,Ririntwo,9,Reforge[gate not met]
Agoge Mask +3,23398,Spaz,17,Reforge[gate not met]
Agoge Mask +3,23398,Testa,7,Reforge[gate not met]
Agoge Mask +4,23918,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Agoge Mufflers,26976,Bent,29,Reforge[gate not met]
Agoge Mufflers,26976,Corvinos,14,Reforge[gate not met]
Agoge Mufflers,26976,Eir,6,Reforge[gate not met]
Agoge Mufflers,26976,Enko,15,Reforge[gate not met]
Agoge Mufflers,26976,Garvtest,21,Reforge[gate not met]
Agoge Mufflers,26976,Herdofturtles,22,Reforge[gate not met]
Agoge Mufflers,26976,Lantyisstuck,26,Reforge[gate not met]
Agoge Mufflers,26976,Midnightarsal,32,Reforge[gate not met]
Agoge Mufflers,26976,Molly,5,Reforge[gate not met]
Agoge Mufflers,26976,Nut,16,Reforge[gate not met]
Agoge Mufflers,26976,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Mufflers,26976,Rirint,4,Reforge[gate not met]
Agoge Mufflers,26976,Ririntwo,9,Reforge[gate not met]
Agoge Mufflers,26976,Spaz,17,Reforge[gate not met]
Agoge Mufflers,26976,Testa,7,Reforge[gate not met]
Agoge Mufflers +1,26977,Bent,29,Reforge[gate not met]
Agoge Mufflers +1,26977,Corvinos,14,Reforge[gate not met]
Agoge Mufflers +1,26977,Eir,6,Reforge[gate not met]
Agoge Mufflers +1,26977,Enko,15,Reforge[gate not met]
Agoge Mufflers +1,26977,Garvtest,21,Reforge[gate not met]
Agoge Mufflers +1,26977,Herdofturtles,22,Reforge[gate not met]
Agoge Mufflers +1,26977,Lantyisstuck,26,Reforge[gate not met]
Agoge Mufflers +1,26977,Midnightarsal,32,Reforge[gate not met]
Agoge Mufflers +1,26977,Molly,5,Reforge[gate not met]
Agoge Mufflers +1,26977,Nut,16,Reforge[gate not met]
Agoge Mufflers +1,26977,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Mufflers +1,26977,Rirint,4,Reforge[gate not met]
Agoge Mufflers +1,26977,Ririntwo,9,Reforge[gate not met]
Agoge Mufflers +1,26977,Spaz,17,Reforge[gate not met]
Agoge Mufflers +1,26977,Testa,7,Reforge[gate not met]
Agoge Mufflers +2,23197,Bent,29,Reforge[gate not met]
Agoge Mufflers +2,23197,Corvinos,14,Reforge[gate not met]
Agoge Mufflers +2,23197,Eir,6,Reforge[gate not met]
Agoge Mufflers +2,23197,Enko,15,Reforge[gate not met]
Agoge Mufflers +2,23197,Garvtest,21,Reforge[gate not met]
Agoge Mufflers +2,23197,Herdofturtles,22,Reforge[gate not met]
Agoge Mufflers +2,23197,Lantyisstuck,26,Reforge[gate not met]
Agoge Mufflers +2,23197,Midnightarsal,32,Reforge[gate not met]
Agoge Mufflers +2,23197,Molly,5,Reforge[gate not met]
Agoge Mufflers +2,23197,Nut,16,Reforge[gate not met]
Agoge Mufflers +2,23197,Oopsiepoopsie,27,Reforge[gate not met]
Agoge Mufflers +2,23197,Rirint,4,Reforge[gate not met]
Agoge Mufflers +2,23197,Ririntwo,9,Reforge[gate not met]
Agoge Mufflers +2,23197,Spaz,17,Reforge[gate not met]
Agoge Mufflers +2,23197,Testa,7,Reforge[gate not met]
Agoge Mufflers +3,23532,Bent,29,Reforge[gate not met]
Agoge Mufflers +3,23532,Corvinos,14,Reforge[gate not met]
Agoge Mufflers +3,23532,Eir,6,Reforge[gate not met]
Agoge Mufflers +3,23532,Enko,15,Reforge[gate not met]
Agoge Mufflers +3,23532,Garvtest,21,Reforge[gate not met]
Agoge Mufflers +3,23532,Herdofturtles,22,Reforge[gate not met]
Agoge Mufflers +3,23532,Lantyisstuck,26,Reforge[gate not met]
